song,performer,week_id,week_position,previous_week_position,peak_position,weeks_on_chart,year
Life Is Good,Future Featuring Drake,2020-07-04,21,17.0,2,24,2020
Laugh Now Cry Later,Drake Featuring Lil Durk,2021-02-06,22,17.0,2,24,2021
Holy,Justin Bieber Featuring Chance The Rapper,2021-03-13,29,27.0,3,24,2021
Dynamite,BTS,2021-02-13,46,46.0,1,24,2021
Godzilla,Eminem Featuring Juice WRLD,2020-05-16,82,66.0,3,16,2020
Mood,24kGoldn Featuring iann dior,2020-12-12,1,2.0,1,17,2020
Memories,Maroon 5,2020-01-25,4,4.0,2,17,2020
Don't Start Now,Dua Lipa,2020-03-07,5,5.0,5,17,2020
Levitating,Dua Lipa Featuring DaBaby,2021-02-06,5,6.0,5,17,2021
Holy,Justin Bieber Featuring Chance The Rapper,2021-01-23,7,4.0,3,17,2021
Laugh Now Cry Later,Drake Featuring Lil Durk,2020-12-19,8,6.0,2,17,2020
Dynamite,BTS,2020-12-26,9,24.0,1,17,2020
Lose You To Love Me,Selena Gomez,2020-02-22,13,11.0,1,17,2020
Life Is Good,Future Featuring Drake,2020-05-16,13,12.0,2,17,2020
Drivers License,Olivia Rodrigo,2021-05-15,14,10.0,1,17,2021
Heartless,The Weeknd,2020-03-28,16,21.0,1,17,2020
I Hope,Gabby Barrett Featuring Charlie Puth,2020-05-02,16,17.0,16,17,2020
Good Days,SZA,2021-05-01,44,39.0,9,17,2021
Godzilla,Eminem Featuring Juice WRLD,2020-05-23,78,82.0,3,17,2020
Mood,24kGoldn Featuring iann dior,2020-12-19,2,1.0,1,18,2020
Don't Start Now,Dua Lipa,2020-03-14,3,5.0,3,18,2020
Heartless,The Weeknd,2020-04-04,4,16.0,1,18,2020
Memories,Maroon 5,2020-02-01,5,4.0,2,18,2020
Levitating,Dua Lipa Featuring DaBaby,2021-02-13,5,5.0,5,18,2021
Holy,Justin Bieber Featuring Chance The Rapper,2021-01-30,8,7.0,3,18,2021
Life Is Good,Future Featuring Drake,2020-05-23,13,13.0,2,18,2020
Drivers License,Olivia Rodrigo,2021-05-22,16,14.0,1,18,2021
Laugh Now Cry Later,Drake Featuring Lil Durk,2020-12-26,17,8.0,2,18,2020
I Hope,Gabby Barrett Featuring Charlie Puth,2020-05-09,19,16.0,16,18,2020
Lose You To Love Me,Selena Gomez,2020-02-29,21,13.0,1,18,2020
Dynamite,BTS,2021-01-02,44,9.0,1,18,2021
Good Days,SZA,2021-05-08,44,44.0,9,18,2021
Don't Start Now,Dua Lipa,2020-02-01,15,14.0,14,12,2020
Dynamite,BTS,2020-11-21,17,16.0,1,12,2020
Heartless,The Weeknd,2020-02-22,17,17.0,1,12,2020
Good Days,SZA,2021-03-27,27,19.0,9,12,2021
Levitating,Dua Lipa Featuring DaBaby,2021-01-02,27,27.0,20,12,2021
I Hope,Gabby Barrett Featuring Charlie Puth,2020-03-28,36,50.0,36,12,2020
Godzilla,Eminem Featuring Juice WRLD,2020-04-18,53,47.0,3,12,2020
Mood,24kGoldn Featuring iann dior,2020-11-14,1,3.0,1,13,2020
Laugh Now Cry Later,Drake Featuring Lil Durk,2020-11-21,4,3.0,2,13,2020
Drivers License,Olivia Rodrigo,2021-04-17,5,5.0,1,13,2021
Lose You To Love Me,Selena Gomez,2020-01-25,5,10.0,1,13,2020
Life Is Good,Future Featuring Drake,2020-04-18,5,5.0,2,13,2020
Don't Start Now,Dua Lipa,2020-02-08,9,15.0,9,13,2020
Levitating,Dua Lipa Featuring DaBaby,2021-01-09,10,27.0,10,13,2021
Holy,Justin Bieber Featuring Chance The Rapper,2020-12-26,13,9.0,3,13,2020
Heartless,The Weeknd,2020-02-29,14,17.0,1,13,2020
Dynamite,BTS,2020-11-28,14,17.0,1,13,2020
